Time,URL,Title
2023-11-03 19:08:51,https://accounts.google.com/signin/chrome/sync?ssp=1&continue=https%3A%2F%2Fwww.google.com%2F,Sign in - Google Accounts
2023-11-03 19:08:52,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Fchrome%2Fsync%2Ffinish%3Fcontinue%3Dhttps%253A%252F%252Fwww.google.com%252F%26est%3DADXPNN6hnhKgkrI4vukbBt3zEE97GNHO7uAsGEDbt1okdfJ3EPn_uMZk46ItrHdqpEf10ubdC9h-3JejCd1-PQ&ssp=1&flowName=GlifDesktopChromeSync&dsh=S-1073635178%3A1699038531612662,Sign in - Google Accounts
2023-11-03 19:10:15,https://accounts.google.com/v3/signin/challenge/pwd?TL=AIBe4_KQk5Ca74zuxluF2MsZZOo46sYWd-WzPanNfELdJdMjI34R8LQMBB9mRoEx&checkConnection=youtube%3A598%3A0&checkedDomains=youtube&cid=1&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Fchrome%2Fsync%2Ffinish%3Fcontinue%3Dhttps%253A%252F%252Fwww.google.com%252F%26est%3DADXPNN6hnhKgkrI4vukbBt3zEE97GNHO7uAsGEDbt1okdfJ3EPn_uMZk46ItrHdqpEf10ubdC9h-3JejCd1-PQ&dsh=S-1073635178%3A1699038531612662&flowName=GlifDesktopChromeSync&pstMsg=1,Sign in - Google Accounts
2023-11-03 19:10:28,https://drive.google.com/file/d/1RK9pKkP_QnhFkXLTRQTnzy2x5tcoRDuE/view,Human Fall Flat - Easin.zip - Google Drive
2024-01-08 05:47:06,https://www.google.com/search?q=youtube&oq=you&gs_lcrp=EgZjaHJvbWUqEAgAEAAYgwEY4wIYsQMYgAQyEAgAEAAYgwEY4wIYsQMYgAQyEwgBEC4YgwEYxwEYsQMY0QMYgAQyDQgCEC4YgwEYsQMYgAQyDQgDEAAYgwEYsQMYgAQyDQgEEAAYgwEYsQMYgAQyDQgFEAAYgwEYsQMYgAQyDQgGEAAYgwEYsQMYgAQyBggHEAUYQNIBCTM3MjQzajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,youtube - Google Search
2024-01-08 05:47:08,https://www.youtube.com/?themeRefresh=1,YouTube
2024-01-08 05:47:09,https://www.youtube.com/,YouTube
